DSOI,05-Jun-2020,130.56,145.14,130.56,142.05,217516000
DSOL,05-Jun-2020,370.61,400.9,370.61,398.23,172168900
DSOQ,05-Jun-2020,218.01,235.95,218.01,232.06,256310100
DSOS,05-Jun-2020,419.23,457.62,419.23,454.49,311553900
DSPB,05-Jun-2020,424.71,430.94,424.71,427.77,13224000
DSPC,05-Jun-2020,316.05,324.66,314.92,323,7716300
DSPG,05-Jun-2020,664.67,678.63,664.67,673.22,124995300
DSPL,05-Jun-2020,501.39,532.06,501.39,523.93,38794100
DSPM,05-Jun-2020,124.21,125.85,120.3,125.25,13940700
DSPN,05-Jun-2020,865.55,875.54,860.93,867.02,177384200
DSPP,05-Jun-2020,90.73,93.99,88.06,91.14,1206600
DSPR,05-Jun-2020,610.44,619.27,608.7,611.47,91868100
DSRA,05-Jun-2020,900.98,923.83,895.88,905.9,111688700
DSRB,05-Jun-2020,2518.26,2553.03,2509.7,2547.42,98600500
DSRD,05-Jun-2020,770.75,787.27,769.45,771.42,11381900
DSRE,05-Jun-2020,332.48,337.16,330.67,331.97,638674000
DSRH,05-Jun-2020,466.03,477.07,465.1,469.8,5517000
DSRI,05-Jun-2020,137.17,139.16,136.37,136.9,633156900
DSRL,05-Jun-2020,73.06,76.39,73.06,73.88,85593000
DSRN,05-Jun-2020,213.8,219.47,213.8,216.48,25981700
DSRP,05-Jun-2020,444,449.86,427.46,429.7,4626100
DSRQ,05-Jun-2020,85.12,88.19,82.62,84.3,306012300
DSRR,05-Jun-2020,2491.36,2576.55,2491.36,2531.45,14870000
DSRS,05-Jun-2020,1963.17,1989.88,1956.59,1985.16,40990900
DSRT,05-Jun-2020,1587.38,1604.93,1582.38,1600.69,321260100
DSRU,05-Jun-2020,1886.72,1906.18,1874.38,1884.37,44174900
DSSB,05-Jun-2020,1250.83,1259.97,1234,1235.21,71144300
DSSC,05-Jun-2020,4712.95,4809.2,4711.9,4751.16,215944300
DSSD,05-Jun-2020,710.51,723.27,709.94,718.44,42179700
DSSF,05-Jun-2020,393.26,399.4,393.26,397.01,78589200
DSSP,05-Jun-2020,382.63,385.17,378.68,382.91,14178100
DSSR,05-Jun-2020,240.19,240.9,237.6,239.47,97740900
DSST,05-Jun-2020,197.75,200.97,195.04,195.92,33538100
DSSV,05-Jun-2020,3268.93,3336.19,3251.93,3329.97,455054400
DSSW,05-Jun-2020,3478.32,3567,3459.94,3560.63,297408000
DSTB,05-Jun-2020,587.72,595.71,583.93,587.21,16169400
DSTC,05-Jun-2020,2632.88,2686.3,2626.27,2678.83,838614700
DSTK,05-Jun-2020,971.75,981.6,965.94,972.78,6913900
DSTL,05-Jun-2020,175.95,177.98,174.75,176.67,68591800
DSTP,05-Jun-2020,776.28,786.07,776.28,781.73,0
DSTQ,05-Jun-2020,2277.32,2323.68,2277.32,2313.09,383560200
DSTR,05-Jun-2020,33.32,36.56,33.32,35.06,10611700
DSTS,05-Jun-2020,206.27,214.72,203.83,204.92,6288400
DSTT,05-Jun-2020,637.83,649.31,633.4,636.09,73742200
DSTY,05-Jun-2020,1030.65,1056.01,1021.04,1052.93,55017200
DSUO,05-Jun-2020,302.01,309.85,302.01,303.7,35219300
DSUT,05-Jun-2020,301.19,308.02,300.99,302.34,109167800
DSVE,05-Jun-2020,287.79,293.96,287.39,288.69,73948500
DSVN,05-Jun-2020,410.92,427.09,410.92,423.47,2923400
DSWC,05-Jun-2020,394.36,397.87,391.39,394.73,21911000
DSWU,05-Jun-2020,2842.47,2913.5,2834.11,2858.94,1846500
DTCI,05-Jun-2020,1680.15,1696.46,1660.56,1667.18,0
DTEI,05-Jun-2020,2049.5,2068.29,2030.29,2038.32,0
DTFD,05-Jun-2020,100,100,90,90,0
DTFI,05-Jun-2020,100,100,100,100,0
DTFX,05-Jun-2020,122.79,123.13,122.37,122.48,0
DTOF,05-Jun-2020,100,100,80,80,0
DTOH,05-Jun-2020,60,65,55,55,0
DTTH,05-Jun-2020,55,55,40,40,0
DTTW,05-Jun-2020,100,100,95,95,0
DTWC,05-Jun-2020,19730.63,20554.98,19730.63,20294.61,0
DTWI,05-Jun-2020,60091,62504.1,60091,61986.8,0
DTWT,05-Jun-2020,15567.21,16378.16,15567.21,16051.1,0
DTWU,05-Jun-2020,3643.87,3764.56,3643.87,3699.63,0
DUBS,05-Jun-2020,64.23,64.94,64.21,64.69,0
DUFD,05-Jun-2020,73.33,93.33,66.66,80,0
DUFI,05-Jun-2020,93.33,93.33,93.33,93.33,0
DUOF,05-Jun-2020,40,53.33,40,40,0
DUOH,05-Jun-2020,26.66,33.33,26.66,26.66,0
DUSL,05-Jun-2020,687.7,696.61,687.35,693.44,0
DUSM,05-Jun-2020,1140.36,1153.2,1138.02,1141.97,0
DUSS,05-Jun-2020,1072.28,1084.5,1065.91,1069.33,0
DUTH,05-Jun-2020,20,26.66,20,20,0
DUTW,05-Jun-2020,100,100,100,100,0
DVCA,05-Jun-2020,11.85,90.73,11.85,90.73,0
DVCC,05-Jun-2020,2.13,70.93,2.13,68.39,0
DVCE,05-Jun-2020,74.21,757.51,74.21,757.51,0
DVCN,05-Jun-2020,49.92,798.48,49.92,789.88,0
DVCQ,05-Jun-2020,86.62,1289.19,86.62,1281.49,0
DVCS,05-Jun-2020,13.17,151.1,13.17,151.1,0
DVCT,05-Jun-2020,148.4,2165.26,148.4,2162.11,0
DVCU,05-Jun-2020,156.24,3307.03,156.24,2654.31,0
DVCV,05-Jun-2020,15.24,99.1,15.24,96.97,0
DVCX,05-Jun-2020,30.55,317.58,30.55,316.47,0
DVS,05-Jun-2020,121,121.4,121,121.4,0
DWCB,05-Jun-2020,4776.36,4797.81,4605.26,4636.28,0
DXY,05-Jun-2020,96.75,97.03,96.44,96.95,0
EVZ,05-Jun-2020,7.42,7.76,7.11,7.3,0
FBV,05-Jun-2020,24.33,24.47,24.33,24.41,0
FVX,05-Jun-2020,0.42,0.5,0.42,0.47,0
GLD,05-Jun-2020,1713.18,1715.18,1672.8,1684.37,212677
GMI,05-Jun-2020,32.99,33.01,31.5,32.49,0
GNX,05-Jun-2020,316.5,326.27,315.59,325.54,0
GVZ,05-Jun-2020,18.14,18.65,17.56,18.17,0
HGX,05-Jun-2020,327.49,330.52,323.03,326.6,0
HIGA,05-Jun-2020,2,2,2,2,0
HIGC,05-Jun-2020,1,1,1,1,0
HIGD,05-Jun-2020,0.01,0.01,0.01,0.01,0
HIGE,05-Jun-2020,105,105,105,105,0
HIGN,05-Jun-2020,46,46,46,46,0
HIGQ,05-Jun-2020,75,75,75,75,0
HIGS,05-Jun-2020,5,5,5,5,0
HIGU,05-Jun-2020,131,131,131,131,0
HIGV,05-Jun-2020,4,4,4,4,0
HUI,05-Jun-2020,254.52,261.34,250.16,261.26,0
HVX,05-Jun-2020,96.97,102.26,96.97,101.21,0
IDX,05-Jun-2020,1907.92,1939.47,1905.44,1911.15,944998800
INDS,05-Jun-2020,7431.04,7522.1,7429.22,7502.75,0
INSR,05-Jun-2020,8889.84,8934.15,8747.23,8845.26,0
IQX,05-Jun-2020,4319,4530.77,4319,4475.51,0
IQZ,05-Jun-2020,10751.72,10956.93,10751.72,10800.85,0
IRX,05-Jun-2020,0.14,0.14,0.14,0.14,0
IVX,05-Jun-2020,1150.55,1168.58,1150.55,1156.67,0
IXB,05-Jun-2020,629.74,635.47,629.03,630.92,0
IXCO,05-Jun-2020,6515.36,6647.22,6499.67,6630.08,0
IXE,05-Jun-2020,455.74,468.85,455.74,464.81,0
IXF,05-Jun-2020,4717.26,4732.49,4653.7,4679.55,0
IXHC,05-Jun-2020,983.74,995.88,975.57,988.91,0
IXI,05-Jun-2020,751.95,764.56,747.43,750.93,0
IXM,05-Jun-2020,324.31,329,320.95,322.17,0
IXR,05-Jun-2020,601.91,608.85,600.43,606.26,0
IXTC,05-Jun-2020,419.05,425.32,418.45,421.67,0
IXU,05-Jun-2020,614.14,627.75,613.3,616.43,0
IXV,05-Jun-2020,1028.63,1048.62,1025.99,1041.27,0
IXY,05-Jun-2020,1313.42,1330.31,1313.42,1323.76,0
JX,05-Jun-2020,559.23,559.23,546.89,556.91,89642100
KDX,05-Jun-2020,88.6,89.91,85.74,86.07,0
KIX,05-Jun-2020,264.4,264.6,258.42,260.39,0
KLX,05-Jun-2020,28.99,30.6,28.99,29.83,0
